rank,objective,sensor_ids,sensors,n_parts,usd,pins,declared,emergent,score,lift,per_part,per_dollar,per_pin,emergent_keys,new_routes,fired_edges,notes,reasoning
28,per_part,S090|S182,SPH0645 I2S mic|Scale-hacking: NAU7802,2,19,5,24,3,27,10,13.5,1.421,5.4,grid-stress|presence-verified|recording-authenticity,,enf-timestamp|grid-frequency-watch|helmholtz-level|presence-two-physics,,"SPH0645 I2S mic + Scale-hacking: NAU7802: the set fires ENF recording authenticator, Two-physics presence verifier, unlocking presence-verified, recording-authenticity — 27 outcomes together against 17 for its best single member, a lift of 10. It costs 5 ESP32 pins and $19; it spans I2C + I2S."
29,per_part,S169|S212,Grove Vision AI v2|INA3221 triple-channel power,2,20,2,25,2,27,13,13.5,1.35,13.5,energy-waste-unoccupied|grid-stress,,grid-frequency-watch|unoccupied-burn,"PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2","Grove Vision AI v2 + INA3221 triple-channel power: the set fires Empty-room energy auditor, unlocking energy-waste-unoccupied — 27 outcomes together against 14 for its best single member, a lift of 13. It costs 2 ESP32 pins and $20; all of it sits on I2C. Caveat: PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2."
30,per_part,S182|S206,Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),2,20,2,26,1,27,10,13.5,1.35,13.5,grid-stress,material-type,grid-frequency-watch|liquid-id-effusivity,a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy),"Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set plus 1 new route to outcomes it declares nowhere — 27 outcomes together against 17 for its best single member, a lift of 10. It costs 2 ESP32 pins and $20; all of it sits on I2C. Caveat: a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)."
1,per_dollar,S006|S049|S228|S229,NTC thermistor 10k|Photoresistor (LDR)|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),4,0.5,2,19,4,23,16,5.75,46.0,11.5,presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active|material-type,bearing-thermal|compost-core|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse,"ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)","NTC thermistor 10k + Photoresistor (LDR) + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Bearing temperature-rise monitor, Compost activity meter, Building thermal time-constant and 3 more, unlocking presence-verified, soil-water-volumetric, thermal-time-constant, wet-bulb-heat-stress, plus 3 new routes to outcomes it declares nowhere — 23 outcomes together against 7 for its best single member, a lift of 16. It costs 2 ESP32 pins and $0.5; it spans Analog + Builtin + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)."
2,per_dollar,S091|S106|S228,Piezo contact mic / disc|ESP32 native touch pins|Wi-Fi CSI sensing (the router IS the sensor),3,0.5,2,22,1,23,9,7.667,46.0,11.5,presence-verified,,presence-two-physics,,"Piezo contact mic / disc + ESP32 native touch pins + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-physics presence verifier, unlocking presence-verified — 23 outcomes together against 14 for its best single member, a lift of 9. It costs 2 ESP32 pins and $0.5; it spans Analog + Builtin + Radio."
3,per_dollar,S006|S049|S106|S228,NTC thermistor 10k|Photoresistor (LDR)|ESP32 native touch pins|Wi-Fi CSI sensing (the router IS the sensor),4,0.5,3,21,1,22,15,5.5,44.0,7.333,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,"ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)","NTC thermistor 10k + Photoresistor (LDR) + ESP32 native touch pins + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 22 outcomes together against 7 for its best single member, a lift of 15. It costs 3 ESP32 pins and $0.5; it spans Analog + Builtin + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)."
4,per_dollar,S006|S049|S106|S229,NTC thermistor 10k|Photoresistor (LDR)|ESP32 native touch pins|ESP32 internal sensors (free!),4,0.5,3,18,4,22,15,5.5,44.0,7.333,presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active|material-type,bearing-thermal|compost-core|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse,"ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)","NTC thermistor 10k + Photoresistor (LDR) + ESP32 native touch pins + ESP32 internal sensors (free!): the set fires Bearing temperature-rise monitor, Compost activity meter, Building thermal time-constant and 3 more, unlocking presence-verified, soil-water-volumetric, thermal-time-constant, wet-bulb-heat-stress, plus 3 new routes to outcomes it declares nowhere — 22 outcomes together against 7 for its best single member, a lift of 15. It costs 3 ESP32 pins and $0.5; it spans Analog + Builtin. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)."
5,per_dollar,S091|S228|S229,Piezo contact mic / disc|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),3,0.5,1,21,1,22,8,7.333,44.0,22.0,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,,"Piezo contact mic / disc + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 22 outcomes together against 14 for its best single member, a lift of 8. It costs 1 ESP32 pins and $0.5; it spans Analog + Builtin + Radio."
6,per_dollar,S085|S228|S229,Reed switch|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),3,0.5,1,20,1,21,8,7.0,42.0,21.0,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,,"Reed switch + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 21 outcomes together against 13 for its best single member, a lift of 8. It costs 1 ESP32 pins and $0.5; it spans Builtin + Digital + Radio."
7,per_dollar,S091|S106|S229,Piezo contact mic / disc|ESP32 native touch pins|ESP32 internal sensors (free!),3,0.5,2,20,1,21,7,7.0,42.0,10.5,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,,"Piezo contact mic / disc + ESP32 native touch pins + ESP32 internal sensors (free!): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 21 outcomes together against 14 for its best single member, a lift of 7. It costs 2 ESP32 pins and $0.5; it spans Analog + Builtin."
8,per_dollar,S085|S106|S228,Reed switch|ESP32 native touch pins|Wi-Fi CSI sensing (the router IS the sensor),3,0.5,2,19,1,20,7,6.667,40.0,10.0,presence-verified,vehicle-speed,beam-speed-trap|presence-two-physics,,"Reed switch + ESP32 native touch pins + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-beam speed trap, Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 20 outcomes together against 13 for its best single member, a lift of 7. It costs 2 ESP32 pins and $0.5; it spans Builtin + Digital + Radio."
9,per_dollar,S049|S091|S106|S228,Photoresistor (LDR)|Piezo contact mic / disc|ESP32 native touch pins|Wi-Fi CSI sensing (the router IS the sensor),4,0.7,3,27,1,28,14,7.0,40.0,9.333,presence-verified,,presence-two-physics,ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR),"Photoresistor (LDR) + Piezo contact mic / disc + ESP32 native touch pins + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-physics presence verifier, unlocking presence-verified — 28 outcomes together against 14 for its best single member, a lift of 14. It costs 3 ESP32 pins and $0.7; it spans Analog + Builtin + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)."
10,per_dollar,S049|S091|S228|S229,Photoresistor (LDR)|Piezo contact mic / disc|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),4,0.7,2,27,1,28,14,7.0,40.0,14.0,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR),"Photoresistor (LDR) + Piezo contact mic / disc + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 28 outcomes together against 14 for its best single member, a lift of 14. It costs 2 ESP32 pins and $0.7; it spans Analog + Builtin + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)."
11,per_dollar,S049|S084|S106|S228,Photoresistor (LDR)|A3144 / SS49E Hall switches|ESP32 native touch pins|Wi-Fi CSI sensing (the router IS the sensor),4,0.6,3,22,1,23,12,5.75,38.333,7.667,presence-verified,vehicle-speed,beam-speed-trap|presence-two-physics,ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)|a level translator is needed — not a 3.3V-native signal — A3144 / SS49E Hall switches,"Photoresistor (LDR) + A3144 / SS49E Hall switches + ESP32 native touch pins + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-beam speed trap, Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 23 outcomes together against 11 for its best single member, a lift of 12. It costs 3 ESP32 pins and $0.6; it spans Analog + Builtin + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)."
12,per_dollar,S049|S084|S228|S229,Photoresistor (LDR)|A3144 / SS49E Hall switches|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),4,0.6,2,22,1,23,12,5.75,38.333,11.5,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)|a level translator is needed — not a 3.3V-native signal — A3144 / SS49E Hall switches,"Photoresistor (LDR) + A3144 / SS49E Hall switches + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 23 outcomes together against 11 for its best single member, a lift of 12. It costs 2 ESP32 pins and $0.6; it spans Analog + Builtin + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)."
13,per_dollar,S084|S106|S228,A3144 / SS49E Hall switches|ESP32 native touch pins|Wi-Fi CSI sensing (the router IS the sensor),3,0.4,2,18,1,19,8,6.333,38.0,9.5,presence-verified,vehicle-speed,beam-speed-trap|presence-two-physics,a level translator is needed — not a 3.3V-native signal — A3144 / SS49E Hall switches,"A3144 / SS49E Hall switches + ESP32 native touch pins + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-beam speed trap, Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 19 outcomes together against 11 for its best single member, a lift of 8. It costs 2 ESP32 pins and $0.4; it spans Analog + Builtin + Radio. Caveat: a level translator is needed — not a 3.3V-native signal — A3144 / SS49E Hall switches."
14,per_dollar,S084|S228|S229,A3144 / SS49E Hall switches|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),3,0.4,1,18,1,19,8,6.333,38.0,19.0,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,a level translator is needed — not a 3.3V-native signal — A3144 / SS49E Hall switches,"A3144 / SS49E Hall switches + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 19 outcomes together against 11 for its best single member, a lift of 8. It costs 1 ESP32 pins and $0.4; it spans Analog + Builtin + Radio. Caveat: a level translator is needed — not a 3.3V-native signal — A3144 / SS49E Hall switches."
15,per_dollar,S006|S049|S229,NTC thermistor 10k|Photoresistor (LDR)|ESP32 internal sensors (free!),3,0.5,2,15,4,19,12,6.333,38.0,9.5,presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active|material-type,bearing-thermal|compost-core|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse,"ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)","NTC thermistor 10k + Photoresistor (LDR) + ESP32 internal sensors (free!): the set fires Bearing temperature-rise monitor, Compost activity meter, Building thermal time-constant and 3 more, unlocking presence-verified, soil-water-volumetric, thermal-time-constant, wet-bulb-heat-stress, plus 3 new routes to outcomes it declares nowhere — 19 outcomes together against 7 for its best single member, a lift of 12. It costs 2 ESP32 pins and $0.5; it spans Analog + Builtin. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)."
16,per_dollar,S091|S106,Piezo contact mic / disc|ESP32 native touch pins,2,0.5,2,18,1,19,5,9.5,38.0,9.5,presence-verified,,presence-two-physics,,"Piezo contact mic / disc + ESP32 native touch pins: the set fires Two-physics presence verifier, unlocking presence-verified — 19 outcomes together against 14 for its best single member, a lift of 5. It costs 2 ESP32 pins and $0.5; it spans Analog + Builtin."
17,per_dollar,S091|S228,Piezo contact mic / disc|Wi-Fi CSI sensing (the router IS the sensor),2,0.5,1,18,1,19,5,9.5,38.0,19.0,presence-verified,,presence-two-physics,,"Piezo contact mic / disc + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-physics presence verifier, unlocking presence-verified — 19 outcomes together against 14 for its best single member, a lift of 5. It costs 1 ESP32 pins and $0.5; it spans Analog + Radio."
18,per_dollar,S006|S084|S228|S229,NTC thermistor 10k|A3144 / SS49E Hall switches|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),4,0.7,2,22,4,26,15,6.5,37.143,13.0,presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active|material-type,bearing-thermal|compost-core|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse,ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k|a level translator is needed — not a 3.3V-native signal — A3144 / SS49E Hall switches,"NTC thermistor 10k + A3144 / SS49E Hall switches + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Bearing temperature-rise monitor, Compost activity meter, Building thermal time-constant and 3 more, unlocking presence-verified, soil-water-volumetric, thermal-time-constant, wet-bulb-heat-stress, plus 3 new routes to outcomes it declares nowhere — 26 outcomes together against 11 for its best single member, a lift of 15. It costs 2 ESP32 pins and $0.7; it spans Analog + Builtin + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k."
19,per_dollar,S049|S085|S228|S229,Photoresistor (LDR)|Reed switch|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),4,0.7,2,25,1,26,13,6.5,37.143,13.0,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR),"Photoresistor (LDR) + Reed switch + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 26 outcomes together against 13 for its best single member, a lift of 13. It costs 2 ESP32 pins and $0.7; it spans Analog + Builtin + Digital + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)."
20,per_dollar,S049|S091|S106|S229,Photoresistor (LDR)|Piezo contact mic / disc|ESP32 native touch pins|ESP32 internal sensors (free!),4,0.7,3,25,1,26,12,6.5,37.143,8.667,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR),"Photoresistor (LDR) + Piezo contact mic / disc + ESP32 native touch pins + ESP32 internal sensors (free!): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 26 outcomes together against 14 for its best single member, a lift of 12. It costs 3 ESP32 pins and $0.7; it spans Analog + Builtin. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)."
21,per_dollar,S006|S085|S228|S229,NTC thermistor 10k|Reed switch|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),4,0.8,2,25,4,29,16,7.25,36.25,14.5,presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active|material-type,bearing-thermal|compost-core|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse,ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k,"NTC thermistor 10k + Reed switch + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Bearing temperature-rise monitor, Compost activity meter, Building thermal time-constant and 3 more, unlocking presence-verified, soil-water-volumetric, thermal-time-constant, wet-bulb-heat-stress, plus 3 new routes to outcomes it declares nowhere — 29 outcomes together against 13 for its best single member, a lift of 16. It costs 2 ESP32 pins and $0.8; it spans Analog + Builtin + Digital + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k."
22,per_dollar,S006|S049|S106,NTC thermistor 10k|Photoresistor (LDR)|ESP32 native touch pins,3,0.5,3,17,1,18,11,6.0,36.0,6.0,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,"ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)","NTC thermistor 10k + Photoresistor (LDR) + ESP32 native touch pins: the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 18 outcomes together against 7 for its best single member, a lift of 11. It costs 3 ESP32 pins and $0.5; it spans Analog + Builtin. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)."
23,per_dollar,S006|S049|S228,NTC thermistor 10k|Photoresistor (LDR)|Wi-Fi CSI sensing (the router IS the sensor),3,0.5,2,17,1,18,11,6.0,36.0,9.0,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,"ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)","NTC thermistor 10k + Photoresistor (LDR) + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 18 outcomes together against 7 for its best single member, a lift of 11. It costs 2 ESP32 pins and $0.5; it spans Analog + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k, Photoresistor (LDR)."
24,per_dollar,S085|S106|S229,Reed switch|ESP32 native touch pins|ESP32 internal sensors (free!),3,0.5,2,17,1,18,5,6.0,36.0,9.0,presence-verified,material-type|vehicle-speed,beam-speed-trap|liquid-id-effusivity|presence-two-physics,,"Reed switch + ESP32 native touch pins + ESP32 internal sensors (free!): the set fires Two-beam speed trap, Two-physics presence verifier, unlocking presence-verified, plus 2 new routes to outcomes it declares nowhere — 18 outcomes together against 13 for its best single member, a lift of 5. It costs 2 ESP32 pins and $0.5; it spans Builtin + Digital."
25,per_dollar,S085|S228,Reed switch|Wi-Fi CSI sensing (the router IS the sensor),2,0.5,1,18,0,18,5,9.0,36.0,18.0,,,,,"Reed switch + Wi-Fi CSI sensing (the router IS the sensor): the set adds cover without firing anything its members do not fire alone — 18 outcomes together against 13 for its best single member, a lift of 5. It costs 1 ESP32 pins and $0.5; it spans Digital + Radio."
26,per_dollar,S091|S229,Piezo contact mic / disc|ESP32 internal sensors (free!),2,0.5,1,17,1,18,4,9.0,36.0,18.0,presence-verified,material-type,liquid-id-effusivity|presence-two-physics,,"Piezo contact mic / disc + ESP32 internal sensors (free!): the set fires Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 18 outcomes together against 14 for its best single member, a lift of 4. It costs 1 ESP32 pins and $0.5; it spans Analog + Builtin."
27,per_dollar,S049|S085|S106|S228,Photoresistor (LDR)|Reed switch|ESP32 native touch pins|Wi-Fi CSI sensing (the router IS the sensor),4,0.7,3,24,1,25,12,6.25,35.714,8.333,presence-verified,vehicle-speed,beam-speed-trap|presence-two-physics,ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR),"Photoresistor (LDR) + Reed switch + ESP32 native touch pins + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-beam speed trap, Two-physics presence verifier, unlocking presence-verified, plus 1 new route to outcomes it declares nowhere — 25 outcomes together against 13 for its best single member, a lift of 12. It costs 3 ESP32 pins and $0.7; it spans Analog + Builtin + Digital + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)."
28,per_dollar,S049|S091|S228,Photoresistor (LDR)|Piezo contact mic / disc|Wi-Fi CSI sensing (the router IS the sensor),3,0.7,2,24,1,25,11,8.333,35.714,12.5,presence-verified,,presence-two-physics,ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR),"Photoresistor (LDR) + Piezo contact mic / disc + Wi-Fi CSI sensing (the router IS the sensor): the set fires Two-physics presence verifier, unlocking presence-verified — 25 outcomes together against 14 for its best single member, a lift of 11. It costs 2 ESP32 pins and $0.7; it spans Analog + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)."
29,per_dollar,S049|S084|S106|S229,Photoresistor (LDR)|A3144 / SS49E Hall switches|ESP32 native touch pins|ESP32 internal sensors (free!),4,0.6,3,20,1,21,10,5.25,35.0,7.0,presence-verified,material-type|vehicle-speed,beam-speed-trap|liquid-id-effusivity|presence-two-physics,ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)|a level translator is needed — not a 3.3V-native signal — A3144 / SS49E Hall switches,"Photoresistor (LDR) + A3144 / SS49E Hall switches + ESP32 native touch pins + ESP32 internal sensors (free!): the set fires Two-beam speed trap, Two-physics presence verifier, unlocking presence-verified, plus 2 new routes to outcomes it declares nowhere — 21 outcomes together against 11 for its best single member, a lift of 10. It costs 3 ESP32 pins and $0.6; it spans Analog + Builtin. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — Photoresistor (LDR)."
30,per_dollar,S006|S091|S228|S229,NTC thermistor 10k|Piezo contact mic / disc|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),4,0.8,2,24,4,28,14,7.0,35.0,14.0,presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,compost-active|material-type,bearing-thermal|compost-core|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse,ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k,"NTC thermistor 10k + Piezo contact mic / disc + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Bearing temperature-rise monitor, Compost activity meter, Building thermal time-constant and 3 more, unlocking presence-verified, soil-water-volumetric, thermal-time-constant, wet-bulb-heat-stress, plus 2 new routes to outcomes it declares nowhere — 28 outcomes together against 14 for its best single member, a lift of 14. It costs 2 ESP32 pins and $0.8; it spans Analog + Builtin + Radio. Caveat: ADC1 only — ADC2 is dead while Wi-Fi is running — NTC thermistor 10k."
1,per_pin,S001|S011|S210|S228|S229|S257,DS18B20 digital temp probe|DHT22 / AM2302|DS18B20 water temp + flow combo|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!)|Eastron SDM120-Modbus DIN energy meter,6,54.5,1,35,10,45,34,7.5,0.826,45.0,building-heat-loss|cost-per-use|energy-waste-unoccupied|grid-stress|inrush-health|presence-verified|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type|water-leak,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|leak-by-context|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|unoccupied-burn|which-room-energy,,"DS18B20 digital temp probe + DHT22 / AM2302 + DS18B20 water temp + flow combo + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!) + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 9 more, unlocking building-heat-loss, cost-per-use, energy-waste-unoccupied, presence-verified, plus 3 new routes to outcomes it declares nowhere — 45 outcomes together against 11 for its best single member, a lift of 34. It costs 1 ESP32 pins and $54.5; it spans 1-Wire + Builtin + RS-485 + Radio."
2,per_pin,S011|S210|S228|S229|S257,DHT22 / AM2302|DS18B20 water temp + flow combo|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!)|Eastron SDM120-Modbus DIN energy meter,5,52.0,1,31,10,41,30,8.2,0.788,41.0,building-heat-loss|cost-per-use|energy-waste-unoccupied|grid-stress|inrush-health|presence-verified|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type|water-leak,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|leak-by-context|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|unoccupied-burn|which-room-energy,,"DHT22 / AM2302 + DS18B20 water temp + flow combo + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!) + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 9 more, unlocking building-heat-loss, cost-per-use, energy-waste-unoccupied, presence-verified, plus 3 new routes to outcomes it declares nowhere — 41 outcomes together against 11 for its best single member, a lift of 30. It costs 1 ESP32 pins and $52; it spans 1-Wire + Builtin + RS-485 + Radio."
3,per_pin,S001|S011|S210|S229|S257,DS18B20 digital temp probe|DHT22 / AM2302|DS18B20 water temp + flow combo|ESP32 internal sensors (free!)|Eastron SDM120-Modbus DIN energy meter,5,54.5,1,31,9,40,29,8.0,0.734,40.0,building-heat-loss|cost-per-use|energy-waste-unoccupied|grid-stress|inrush-health|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type|water-leak,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|leak-by-context|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|psychrometric-wetbulb|soil-heat-pulse|unoccupied-burn|which-room-energy,,"DS18B20 digital temp probe + DHT22 / AM2302 + DS18B20 water temp + flow combo + ESP32 internal sensors (free!) + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 8 more, unlocking building-heat-loss, cost-per-use, energy-waste-unoccupied, soil-water-volumetric, plus 3 new routes to outcomes it declares nowhere — 40 outcomes together against 11 for its best single member, a lift of 29. It costs 1 ESP32 pins and $54.5; it spans 1-Wire + Builtin + RS-485."
