sensor_id,sensor,usd,category,contact,privacy,outcome_key,outcome_question,domain
S070,RCWL-0516 doppler radar,1.2,Presence & Occupancy,Through-barrier,Aggregate,someone-present,Is anyone here?,Human presence
S070,RCWL-0516 doppler radar,1.2,Presence & Occupancy,Through-barrier,Aggregate,through-wall-motion,Is something moving on the other side of that wall?,Invisible worlds
S104,MPR121 12-pad cap touch,6,Touch & Capacitive,Through-barrier,None,door-state,Is it open or closed?,Objects & assets
S104,MPR121 12-pad cap touch,6,Touch & Capacitive,Through-barrier,None,object-moved,Has it been moved or disturbed?,Objects & assets
S104,MPR121 12-pad cap touch,6,Touch & Capacitive,Through-barrier,None,object-present,Is the thing there?,Objects & assets
S104,MPR121 12-pad cap touch,6,Touch & Capacitive,Through-barrier,None,someone-present,Is anyone here?,Human presence
S104,MPR121 12-pad cap touch,6,Touch & Capacitive,Through-barrier,None,tamper-detected,Has someone interfered with it?,Objects & assets
S104,MPR121 12-pad cap touch,6,Touch & Capacitive,Through-barrier,None,tank-level,How much is in the tank?,Water
S106,ESP32 native touch pins,0,Touch & Capacitive,Through-barrier,None,door-state,Is it open or closed?,Objects & assets
S106,ESP32 native touch pins,0,Touch & Capacitive,Through-barrier,None,object-moved,Has it been moved or disturbed?,Objects & assets
S106,ESP32 native touch pins,0,Touch & Capacitive,Through-barrier,None,object-present,Is the thing there?,Objects & assets
S106,ESP32 native touch pins,0,Touch & Capacitive,Through-barrier,None,someone-present,Is anyone here?,Human presence
S106,ESP32 native touch pins,0,Touch & Capacitive,Through-barrier,None,tamper-detected,Has someone interfered with it?,Objects & assets
S106,ESP32 native touch pins,0,Touch & Capacitive,Through-barrier,None,tank-level,How much is in the tank?,Water
S108,Water level capacitive strip,7,Touch & Capacitive,Through-barrier,None,consumable-remaining,"How much is left, and how long until it runs out?",Objects & assets
S108,Water level capacitive strip,7,Touch & Capacitive,Through-barrier,None,container-fullness,How full is it?,Objects & assets
S108,Water level capacitive strip,7,Touch & Capacitive,Through-barrier,None,flood-rising,"Is water rising, and how fast?",Weather & outdoors
S108,Water level capacitive strip,7,Touch & Capacitive,Through-barrier,None,pump-dry,Is the pump about to run dry?,Water
S108,Water level capacitive strip,7,Touch & Capacitive,Through-barrier,None,tank-level,How much is in the tank?,Water
S108,Water level capacitive strip,7,Touch & Capacitive,Through-barrier,None,water-leak,Is water escaping where it shouldn't?,Water
S109,"Flex sensor 2.2""",8,Flex & Stretch,Contact,None,breathing-rate,How fast are they breathing?,Body & health
S109,"Flex sensor 2.2""",8,Flex & Stretch,Contact,None,door-state,Is it open or closed?,Objects & assets
S109,"Flex sensor 2.2""",8,Flex & Stretch,Contact,None,gait-quality,How is this person walking?,Body & health
S109,"Flex sensor 2.2""",8,Flex & Stretch,Contact,None,joint-angle,"What angle is this joint at, through its range?",Body & health
S109,"Flex sensor 2.2""",8,Flex & Stretch,Contact,None,object-moved,Has it been moved or disturbed?,Objects & assets
S109,"Flex sensor 2.2""",8,Flex & Stretch,Contact,None,posture,What posture is this body in?,Body & health
S113,AD8232 ECG front-end,10,Biometric & Health,Contact,Identifiable,breathing-rate,How fast are they breathing?,Body & health
S113,AD8232 ECG front-end,10,Biometric & Health,Contact,Identifiable,heart-rate,What is the heart rate?,Body & health
S113,AD8232 ECG front-end,10,Biometric & Health,Contact,Identifiable,heart-variability,How stressed or recovered is this body?,Body & health
S113,AD8232 ECG front-end,10,Biometric & Health,Contact,Identifiable,person-asleep,"Are they asleep, and how well?",Human presence
S113,AD8232 ECG front-end,10,Biometric & Health,Contact,Identifiable,someone-present,Is anyone here?,Human presence
S113,AD8232 ECG front-end,10,Biometric & Health,Contact,Identifiable,stress-arousal,Is this person's arousal or stress rising?,Body & health
S115,MyoWare 2.0 EMG,40,Biometric & Health,Contact,Identifiable,gait-quality,How is this person walking?,Body & health
S115,MyoWare 2.0 EMG,40,Biometric & Health,Contact,Identifiable,joint-angle,"What angle is this joint at, through its range?",Body & health
S115,MyoWare 2.0 EMG,40,Biometric & Health,Contact,Identifiable,muscle-effort,"Which muscle is working, and how hard?",Body & health
S115,MyoWare 2.0 EMG,40,Biometric & Health,Contact,Identifiable,posture,What posture is this body in?,Body & health
S115,MyoWare 2.0 EMG,40,Biometric & Health,Contact,Identifiable,stress-arousal,Is this person's arousal or stress rising?,Body & health
S115,MyoWare 2.0 EMG,40,Biometric & Health,Contact,Identifiable,tremor-present,"Is there a tremor, and at what frequency?",Body & health
S130,RS-485 soil NPK/EC probe,40,Soil & Agriculture,Immersed,None,contamination,Has this been contaminated?,Materials & chemistry
S130,RS-485 soil NPK/EC probe,40,Soil & Agriculture,Immersed,None,moisture-content,How wet is this material?,Materials & chemistry
S130,RS-485 soil NPK/EC probe,40,Soil & Agriculture,Immersed,None,plant-thirsty,Does this plant need water?,Plants & soil
S130,RS-485 soil NPK/EC probe,40,Soil & Agriculture,Immersed,None,soil-fertility,What is the nutrient status of this soil?,Plants & soil
S130,RS-485 soil NPK/EC probe,40,Soil & Agriculture,Immersed,None,soil-ready-to-plant,Is the soil warm enough to sow?,Plants & soil
S130,RS-485 soil NPK/EC probe,40,Soil & Agriculture,Immersed,None,water-nutrients,How concentrated is the nutrient solution?,Water
S131,Chirp! plant sensor,10,Soil & Agriculture,Immersed,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S131,Chirp! plant sensor,10,Soil & Agriculture,Immersed,None,growth-rate,How fast is it growing?,Plants & soil
S131,Chirp! plant sensor,10,Soil & Agriculture,Immersed,None,light-dose-daily,Has this plant had enough light today?,Plants & soil
S131,Chirp! plant sensor,10,Soil & Agriculture,Immersed,None,moisture-content,How wet is this material?,Materials & chemistry
S131,Chirp! plant sensor,10,Soil & Agriculture,Immersed,None,plant-thirsty,Does this plant need water?,Plants & soil
S131,Chirp! plant sensor,10,Soil & Agriculture,Immersed,None,soil-ready-to-plant,Is the soil warm enough to sow?,Plants & soil
S134,Analog pH kit,30,Water & Liquid,Immersed,None,concentration-liquid,How concentrated is this solution?,Materials & chemistry
S134,Analog pH kit,30,Water & Liquid,Immersed,None,contamination,Has this been contaminated?,Materials & chemistry
S134,Analog pH kit,30,Water & Liquid,Immersed,None,food-fresh,Is this food still good?,Materials & chemistry
S134,Analog pH kit,30,Water & Liquid,Immersed,None,soil-fertility,What is the nutrient status of this soil?,Plants & soil
S134,Analog pH kit,30,Water & Liquid,Immersed,None,water-ph,Is the water too acidic or alkaline?,Water
S134,Analog pH kit,30,Water & Liquid,Immersed,None,water-sanitised,Is the sanitiser actually working?,Water
S135,EC / TDS sensor,12,Water & Liquid,Immersed,None,concentration-liquid,How concentrated is this solution?,Materials & chemistry
S135,EC / TDS sensor,12,Water & Liquid,Immersed,None,contamination,Has this been contaminated?,Materials & chemistry
S135,EC / TDS sensor,12,Water & Liquid,Immersed,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S135,EC / TDS sensor,12,Water & Liquid,Immersed,None,filter-clogged,Is the filter blocked?,Machine health
S135,EC / TDS sensor,12,Water & Liquid,Immersed,None,soil-fertility,What is the nutrient status of this soil?,Plants & soil
S135,EC / TDS sensor,12,Water & Liquid,Immersed,None,water-nutrients,How concentrated is the nutrient solution?,Water
S139,Non-contact liquid level XKC-Y26,8,Water & Liquid,Through-barrier,None,consumable-remaining,"How much is left, and how long until it runs out?",Objects & assets
S139,Non-contact liquid level XKC-Y26,8,Water & Liquid,Through-barrier,None,container-fullness,How full is it?,Objects & assets
S139,Non-contact liquid level XKC-Y26,8,Water & Liquid,Through-barrier,None,flood-rising,"Is water rising, and how fast?",Weather & outdoors
S139,Non-contact liquid level XKC-Y26,8,Water & Liquid,Through-barrier,None,pump-dry,Is the pump about to run dry?,Water
S139,Non-contact liquid level XKC-Y26,8,Water & Liquid,Through-barrier,None,tank-level,How much is in the tank?,Water
S139,Non-contact liquid level XKC-Y26,8,Water & Liquid,Through-barrier,None,water-leak,Is water escaping where it shouldn't?,Water
S140,eTape liquid level,40,Water & Liquid,Immersed,None,consumable-remaining,"How much is left, and how long until it runs out?",Objects & assets
S140,eTape liquid level,40,Water & Liquid,Immersed,None,container-fullness,How full is it?,Objects & assets
S140,eTape liquid level,40,Water & Liquid,Immersed,None,flood-rising,"Is water rising, and how fast?",Weather & outdoors
S140,eTape liquid level,40,Water & Liquid,Immersed,None,pump-dry,Is the pump about to run dry?,Water
S140,eTape liquid level,40,Water & Liquid,Immersed,None,tank-level,How much is in the tank?,Water
S140,eTape liquid level,40,Water & Liquid,Immersed,None,water-leak,Is water escaping where it shouldn't?,Water
S143,ORP (redox) probe,110,Water & Liquid,Immersed,None,concentration-liquid,How concentrated is this solution?,Materials & chemistry
S143,ORP (redox) probe,110,Water & Liquid,Immersed,None,contamination,Has this been contaminated?,Materials & chemistry
S143,ORP (redox) probe,110,Water & Liquid,Immersed,None,cycle-complete,Has the cycle finished?,Machine health
S143,ORP (redox) probe,110,Water & Liquid,Immersed,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S143,ORP (redox) probe,110,Water & Liquid,Immersed,None,water-oxygen,Is there enough oxygen for fish or microbes?,Water
S143,ORP (redox) probe,110,Water & Liquid,Immersed,None,water-sanitised,Is the sanitiser actually working?,Water
S157,NEO-6M GPS,8,GNSS & Positioning,Remote,Identifiable,asset-location,Where is this thing right now?,Objects & assets
S157,NEO-6M GPS,8,GNSS & Positioning,Remote,Identifiable,crossed-boundary,Did something cross this line?,Human presence
S157,NEO-6M GPS,8,GNSS & Positioning,Remote,Identifiable,how-far-travelled,How far have I gone?,Navigation & space
S157,NEO-6M GPS,8,GNSS & Positioning,Remote,Identifiable,how-fast-moving,How fast am I moving?,Navigation & space
S157,NEO-6M GPS,8,GNSS & Positioning,Remote,Identifiable,vehicle-speed,How fast are vehicles going past?,Security & safety
S157,NEO-6M GPS,8,GNSS & Positioning,Remote,Identifiable,where-am-i,Where am I on Earth?,Navigation & space
S158,u-blox M10 GNSS,20,GNSS & Positioning,Remote,Identifiable,asset-location,Where is this thing right now?,Objects & assets
S158,u-blox M10 GNSS,20,GNSS & Positioning,Remote,Identifiable,crossed-boundary,Did something cross this line?,Human presence
S158,u-blox M10 GNSS,20,GNSS & Positioning,Remote,Identifiable,heat-island,How much hotter is this spot than the next street?,Weather & outdoors
S158,u-blox M10 GNSS,20,GNSS & Positioning,Remote,Identifiable,how-far-travelled,How far have I gone?,Navigation & space
S158,u-blox M10 GNSS,20,GNSS & Positioning,Remote,Identifiable,how-fast-moving,How fast am I moving?,Navigation & space
S158,u-blox M10 GNSS,20,GNSS & Positioning,Remote,Identifiable,where-am-i,Where am I on Earth?,Navigation & space
S159,ZED-F9P RTK centimetre GNSS,260,GNSS & Positioning,Remote,Identifiable,asset-location,Where is this thing right now?,Objects & assets
S159,ZED-F9P RTK centimetre GNSS,260,GNSS & Positioning,Remote,Identifiable,how-far-travelled,How far have I gone?,Navigation & space
S159,ZED-F9P RTK centimetre GNSS,260,GNSS & Positioning,Remote,Identifiable,returned-to-spot,Am I back at the exact same place?,Navigation & space
S159,ZED-F9P RTK centimetre GNSS,260,GNSS & Positioning,Remote,Identifiable,structure-moved,Has this structure shifted or tilted since last time?,Navigation & space
S159,ZED-F9P RTK centimetre GNSS,260,GNSS & Positioning,Remote,Identifiable,where-am-i,Where am I on Earth?,Navigation & space
S159,ZED-F9P RTK centimetre GNSS,260,GNSS & Positioning,Remote,Identifiable,which-way-facing,Which way am I pointing?,Navigation & space
S180,IR flame detector (flicker),2,Light & UV,Standoff,None,cooking-detected,Is someone cooking?,Air & environment
S180,IR flame detector (flicker),2,Light & UV,Standoff,None,device-left-on,Did someone leave it switched on?,Energy
S180,IR flame detector (flicker),2,Light & UV,Standoff,None,fire-present,Is there a flame?,Security & safety
S180,IR flame detector (flicker),2,Light & UV,Standoff,None,machine-running,Is it on?,Machine health
S180,IR flame detector (flicker),2,Light & UV,Standoff,None,overheating,Is something running hotter than it should?,Machine health
S180,IR flame detector (flicker),2,Light & UV,Standoff,None,stove-left-on,Was the hob left on with nobody there?,Security & safety
S186,Watermark granular-matrix soil water sensor,45,Soil & Agriculture,Immersed,None,disease-pressure,Are conditions right for fungal disease?,Plants & soil
S186,Watermark granular-matrix soil water sensor,45,Soil & Agriculture,Immersed,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S186,Watermark granular-matrix soil water sensor,45,Soil & Agriculture,Immersed,None,growth-rate,How fast is it growing?,Plants & soil
S186,Watermark granular-matrix soil water sensor,45,Soil & Agriculture,Immersed,None,moisture-content,How wet is this material?,Materials & chemistry
S186,Watermark granular-matrix soil water sensor,45,Soil & Agriculture,Immersed,None,plant-thirsty,Does this plant need water?,Plants & soil
S186,Watermark granular-matrix soil water sensor,45,Soil & Agriculture,Immersed,None,soil-tension,How hard must roots work to get water?,Plants & soil
S188,Scintillating gamma spectrometer,150,Radiation & Nuclear,Contact,None,contamination,Has this been contaminated?,Materials & chemistry
S188,Scintillating gamma spectrometer,150,Radiation & Nuclear,Contact,None,material-type,What material is this?,Materials & chemistry
S188,Scintillating gamma spectrometer,150,Radiation & Nuclear,Contact,None,object-genuine,Is this authentic or counterfeit?,Objects & assets
S188,Scintillating gamma spectrometer,150,Radiation & Nuclear,Contact,None,object-material,What is this made of?,Objects & assets
S188,Scintillating gamma spectrometer,150,Radiation & Nuclear,Contact,None,radiation-dose,How much radiation is here?,Invisible worlds
S188,Scintillating gamma spectrometer,150,Radiation & Nuclear,Contact,None,which-isotope,Which radioactive isotope is this?,Invisible worlds
S193,TSL2561 lux sensor,4,Light & UV,Standoff,None,device-left-on,Did someone leave it switched on?,Energy
S193,TSL2561 lux sensor,4,Light & UV,Standoff,None,light-dose-daily,Has this plant had enough light today?,Plants & soil
S193,TSL2561 lux sensor,4,Light & UV,Standoff,None,machine-running,Is it on?,Machine health
S193,TSL2561 lux sensor,4,Light & UV,Standoff,None,occupancy-duration,How long has this desk/room/seat been in use?,Human presence
S193,TSL2561 lux sensor,4,Light & UV,Standoff,None,sky-clear,Is the sky clear or clouded?,Weather & outdoors
S193,TSL2561 lux sensor,4,Light & UV,Standoff,None,someone-present,Is anyone here?,Human presence
S194,MAX44009 ultra-low-power lux,3,Light & UV,Standoff,None,device-left-on,Did someone leave it switched on?,Energy
S194,MAX44009 ultra-low-power lux,3,Light & UV,Standoff,None,energy-budget-node,Will this node survive on its battery until spring?,Energy
S194,MAX44009 ultra-low-power lux,3,Light & UV,Standoff,None,light-dose-daily,Has this plant had enough light today?,Plants & soil
S194,MAX44009 ultra-low-power lux,3,Light & UV,Standoff,None,machine-running,Is it on?,Machine health
S194,MAX44009 ultra-low-power lux,3,Light & UV,Standoff,None,sky-clear,Is the sky clear or clouded?,Weather & outdoors
S194,MAX44009 ultra-low-power lux,3,Light & UV,Standoff,None,someone-present,Is anyone here?,Human presence
S195,SI1145 UV/IR/visible,8,Light & UV,Standoff,None,device-left-on,Did someone leave it switched on?,Energy
S195,SI1145 UV/IR/visible,8,Light & UV,Standoff,None,light-dose-daily,Has this plant had enough light today?,Plants & soil
S195,SI1145 UV/IR/visible,8,Light & UV,Standoff,None,object-present,Is the thing there?,Objects & assets
S195,SI1145 UV/IR/visible,8,Light & UV,Standoff,None,sky-clear,Is the sky clear or clouded?,Weather & outdoors
S195,SI1145 UV/IR/visible,8,Light & UV,Standoff,None,someone-present,Is anyone here?,Human presence
S195,SI1145 UV/IR/visible,8,Light & UV,Standoff,None,uv-exposure,How much UV have I accumulated today?,Weather & outdoors
S209,KY-037/038 sound modules,1,Sound & Audio,Standoff,Aggregate,cycle-complete,Has the cycle finished?,Machine health
S209,KY-037/038 sound modules,1,Sound & Audio,Standoff,Aggregate,glass-broken,Did glass break?,Security & safety
S209,KY-037/038 sound modules,1,Sound & Audio,Standoff,Aggregate,machine-running,Is it on?,Machine health
S209,KY-037/038 sound modules,1,Sound & Audio,Standoff,Aggregate,machine-state,"Is it idle, loaded, or jammed?",Machine health
S209,KY-037/038 sound modules,1,Sound & Audio,Standoff,Aggregate,someone-present,Is anyone here?,Human presence
S209,KY-037/038 sound modules,1,Sound & Audio,Standoff,Aggregate,unusual-sound,Did something sound wrong?,Security & safety
S213,ADS1115 16-bit ADC (the analog fixer),3,Power & Electrical,Contact,None,battery-charge,How much charge is left?,Energy
S213,ADS1115 16-bit ADC (the analog fixer),3,Power & Electrical,Contact,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S213,ADS1115 16-bit ADC (the analog fixer),3,Power & Electrical,Contact,None,object-temperature,How hot is that surface?,Objects & assets
S213,ADS1115 16-bit ADC (the analog fixer),3,Power & Electrical,Contact,None,power-now,How much power is being used right now?,Energy
S213,ADS1115 16-bit ADC (the analog fixer),3,Power & Electrical,Contact,None,water-nutrients,How concentrated is the nutrient solution?,Water
S213,ADS1115 16-bit ADC (the analog fixer),3,Power & Electrical,Contact,None,water-ph,Is the water too acidic or alkaline?,Water
S219,Inductive proximity switch M12/M18,2.5,Industrial & Automotive,Standoff,None,cycle-complete,Has the cycle finished?,Machine health
S219,Inductive proximity switch M12/M18,2.5,Industrial & Automotive,Standoff,None,door-state,Is it open or closed?,Objects & assets
S219,Inductive proximity switch M12/M18,2.5,Industrial & Automotive,Standoff,None,machine-running,Is it on?,Machine health
S219,Inductive proximity switch M12/M18,2.5,Industrial & Automotive,Standoff,None,object-count,How many went past?,Objects & assets
S219,Inductive proximity switch M12/M18,2.5,Industrial & Automotive,Standoff,None,object-present,Is the thing there?,Objects & assets
S219,Inductive proximity switch M12/M18,2.5,Industrial & Automotive,Standoff,None,rotation-speed,How fast is it turning?,Machine health
S220,Photoelectric beam sensor E18-D80NK,3,Industrial & Automotive,Standoff,None,container-fullness,How full is it?,Objects & assets
S220,Photoelectric beam sensor E18-D80NK,3,Industrial & Automotive,Standoff,None,crossed-boundary,Did something cross this line?,Human presence
S220,Photoelectric beam sensor E18-D80NK,3,Industrial & Automotive,Standoff,None,object-count,How many went past?,Objects & assets
S220,Photoelectric beam sensor E18-D80NK,3,Industrial & Automotive,Standoff,None,object-present,Is the thing there?,Objects & assets
S220,Photoelectric beam sensor E18-D80NK,3,Industrial & Automotive,Standoff,None,perimeter-crossed,"Was the boundary crossed, and where along it?",Security & safety
S220,Photoelectric beam sensor E18-D80NK,3,Industrial & Automotive,Standoff,None,vehicle-approaching,Is a vehicle arriving?,Security & safety
S231,Capacitive rain/condensation plate,3,Frontier Sensing,Contact,None,disease-pressure,Are conditions right for fungal disease?,Plants & soil
S231,Capacitive rain/condensation plate,3,Frontier Sensing,Contact,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S231,Capacitive rain/condensation plate,3,Frontier Sensing,Contact,None,frost-tonight,Will there be frost tonight?,Weather & outdoors
S231,Capacitive rain/condensation plate,3,Frontier Sensing,Contact,None,is-raining,"Is it raining, and how hard?",Weather & outdoors
S231,Capacitive rain/condensation plate,3,Frontier Sensing,Contact,None,mould-risk,Is this surface going to grow mould?,Air & environment
S231,Capacitive rain/condensation plate,3,Frontier Sensing,Contact,None,water-leak,Is water escaping where it shouldn't?,Water
S257,Eastron SDM120-Modbus DIN energy meter,38.0,Industrial & Automotive,Contact,Aggregate,abnormal-current,Is it drawing an abnormal amount of power?,Machine health
S257,Eastron SDM120-Modbus DIN energy meter,38.0,Industrial & Automotive,Contact,Aggregate,device-left-on,Did someone leave it switched on?,Energy
S257,Eastron SDM120-Modbus DIN energy meter,38.0,Industrial & Automotive,Contact,Aggregate,energy-cost,What did that actually cost to run?,Energy
S257,Eastron SDM120-Modbus DIN energy meter,38.0,Industrial & Automotive,Contact,Aggregate,power-now,How much power is being used right now?,Energy
S257,Eastron SDM120-Modbus DIN energy meter,38.0,Industrial & Automotive,Contact,Aggregate,power-quality,Is the supply voltage clean and stable?,Energy
S257,Eastron SDM120-Modbus DIN energy meter,38.0,Industrial & Automotive,Contact,Aggregate,which-appliance,Which appliance just turned on?,Energy
S261,Through-beam photoelectric pair,95.0,Industrial & Automotive,Standoff,Aggregate,crossed-boundary,Did something cross this line?,Human presence
S261,Through-beam photoelectric pair,95.0,Industrial & Automotive,Standoff,Aggregate,intrusion,Has someone entered who shouldn't have?,Security & safety
S261,Through-beam photoelectric pair,95.0,Industrial & Automotive,Standoff,Aggregate,object-count,How many went past?,Objects & assets
S261,Through-beam photoelectric pair,95.0,Industrial & Automotive,Standoff,Aggregate,object-present,Is the thing there?,Objects & assets
S261,Through-beam photoelectric pair,95.0,Industrial & Automotive,Standoff,Aggregate,perimeter-crossed,"Was the boundary crossed, and where along it?",Security & safety
S261,Through-beam photoelectric pair,95.0,Industrial & Automotive,Standoff,Aggregate,vehicle-approaching,Is a vehicle arriving?,Security & safety
S267,M6E-Nano UHF RAIN RFID reader,275.0,Identity & Tags,Standoff,Identifiable,asset-location,Where is this thing right now?,Objects & assets
S267,M6E-Nano UHF RAIN RFID reader,275.0,Identity & Tags,Standoff,Identifiable,consumable-remaining,"How much is left, and how long until it runs out?",Objects & assets
S267,M6E-Nano UHF RAIN RFID reader,275.0,Identity & Tags,Standoff,Identifiable,crossed-boundary,Did something cross this line?,Human presence
S267,M6E-Nano UHF RAIN RFID reader,275.0,Identity & Tags,Standoff,Identifiable,object-count,How many went past?,Objects & assets
S267,M6E-Nano UHF RAIN RFID reader,275.0,Identity & Tags,Standoff,Identifiable,object-identity,Which specific object is this?,Objects & assets
S267,M6E-Nano UHF RAIN RFID reader,275.0,Identity & Tags,Standoff,Identifiable,object-present,Is the thing there?,Objects & assets
S275,nRF52 BLE beacon tag,8.0,Identity & Tags,Remote,Identifiable,asset-location,Where is this thing right now?,Objects & assets
S275,nRF52 BLE beacon tag,8.0,Identity & Tags,Remote,Identifiable,entered-or-left,"Did they come in, or go out?",Human presence
S275,nRF52 BLE beacon tag,8.0,Identity & Tags,Remote,Identifiable,occupancy-duration,How long has this desk/room/seat been in use?,Human presence
S275,nRF52 BLE beacon tag,8.0,Identity & Tags,Remote,Identifiable,someone-present,Is anyone here?,Human presence
S275,nRF52 BLE beacon tag,8.0,Identity & Tags,Remote,Identifiable,where-in-room,Whereabouts in the room are they?,Human presence
S275,nRF52 BLE beacon tag,8.0,Identity & Tags,Remote,Identifiable,who-is-it,Which specific person is this?,Human presence
S277,SEN55 all-in-one air node,50.0,Particulate,Standoff,Aggregate,air-stuffy,Is this room stuffy — does it need fresh air?,Air & environment
S277,SEN55 all-in-one air node,50.0,Particulate,Standoff,Aggregate,cooking-detected,Is someone cooking?,Air & environment
S277,SEN55 all-in-one air node,50.0,Particulate,Standoff,Aggregate,mould-risk,Is this surface going to grow mould?,Air & environment
S277,SEN55 all-in-one air node,50.0,Particulate,Standoff,Aggregate,particulate-level,How polluted is the air right now?,Air & environment
S277,SEN55 all-in-one air node,50.0,Particulate,Standoff,Aggregate,smoke-present,Is there smoke?,Air & environment
S277,SEN55 all-in-one air node,50.0,Particulate,Standoff,Aggregate,voc-event,Did something start off-gassing or smelling?,Air & environment
S278,SEN66 six-in-one air module,70.0,CO2,Standoff,Aggregate,air-stuffy,Is this room stuffy — does it need fresh air?,Air & environment
S278,SEN66 six-in-one air module,70.0,CO2,Standoff,Aggregate,cooking-detected,Is someone cooking?,Air & environment
S278,SEN66 six-in-one air module,70.0,CO2,Standoff,Aggregate,how-many-people,How many people are in this space?,Human presence
S278,SEN66 six-in-one air module,70.0,CO2,Standoff,Aggregate,particulate-level,How polluted is the air right now?,Air & environment
S278,SEN66 six-in-one air module,70.0,CO2,Standoff,Aggregate,ventilation-adequate,Is ventilation actually working?,Air & environment
S278,SEN66 six-in-one air module,70.0,CO2,Standoff,Aggregate,voc-event,Did something start off-gassing or smelling?,Air & environment
S285,BME690 gas + climate,22.0,Gas & VOC,Standoff,None,air-stuffy,Is this room stuffy — does it need fresh air?,Air & environment
S285,BME690 gas + climate,22.0,Gas & VOC,Standoff,None,cooking-detected,Is someone cooking?,Air & environment
S285,BME690 gas + climate,22.0,Gas & VOC,Standoff,None,food-fresh,Is this food still good?,Materials & chemistry
S285,BME690 gas + climate,22.0,Gas & VOC,Standoff,None,mould-risk,Is this surface going to grow mould?,Air & environment
S285,BME690 gas + climate,22.0,Gas & VOC,Standoff,None,smell-signature,What does this smell like — which known smell is it?,Air & environment
S285,BME690 gas + climate,22.0,Gas & VOC,Standoff,None,voc-event,Did something start off-gassing or smelling?,Air & environment
S332,VL53L4CX multi-target ToF,15.0,Distance & Ranging,Standoff,Aggregate,crossed-boundary,Did something cross this line?,Human presence
S332,VL53L4CX multi-target ToF,15.0,Distance & Ranging,Standoff,Aggregate,entered-or-left,"Did they come in, or go out?",Human presence
S332,VL53L4CX multi-target ToF,15.0,Distance & Ranging,Standoff,Aggregate,how-many-people,How many people are in this space?,Human presence
S332,VL53L4CX multi-target ToF,15.0,Distance & Ranging,Standoff,Aggregate,object-present,Is the thing there?,Objects & assets
S332,VL53L4CX multi-target ToF,15.0,Distance & Ranging,Standoff,Aggregate,obstacle-ahead,Is there something in the way?,Navigation & space
S332,VL53L4CX multi-target ToF,15.0,Distance & Ranging,Standoff,Aggregate,tank-level,How much is in the tank?,Water
S336,RPLIDAR A1 360 degree triangulation LiDAR,99.0,Distance & Ranging,Standoff,Aggregate,how-many-people,How many people are in this space?,Human presence
S336,RPLIDAR A1 360 degree triangulation LiDAR,99.0,Distance & Ranging,Standoff,Aggregate,intrusion,Has someone entered who shouldn't have?,Security & safety
S336,RPLIDAR A1 360 degree triangulation LiDAR,99.0,Distance & Ranging,Standoff,Aggregate,map-surroundings,What is the shape of the space around me?,Navigation & space
S336,RPLIDAR A1 360 degree triangulation LiDAR,99.0,Distance & Ranging,Standoff,Aggregate,object-count,How many went past?,Objects & assets
S336,RPLIDAR A1 360 degree triangulation LiDAR,99.0,Distance & Ranging,Standoff,Aggregate,obstacle-ahead,Is there something in the way?,Navigation & space
S336,RPLIDAR A1 360 degree triangulation LiDAR,99.0,Distance & Ranging,Standoff,Aggregate,where-in-room,Whereabouts in the room are they?,Human presence
S338,Livox Mid-360 3D LiDAR,749.0,Distance & Ranging,Remote,Aggregate,asset-location,Where is this thing right now?,Objects & assets
S338,Livox Mid-360 3D LiDAR,749.0,Distance & Ranging,Remote,Aggregate,growth-rate,How fast is it growing?,Plants & soil
S338,Livox Mid-360 3D LiDAR,749.0,Distance & Ranging,Remote,Aggregate,map-surroundings,What is the shape of the space around me?,Navigation & space
S338,Livox Mid-360 3D LiDAR,749.0,Distance & Ranging,Remote,Aggregate,obstacle-ahead,Is there something in the way?,Navigation & space
S338,Livox Mid-360 3D LiDAR,749.0,Distance & Ranging,Remote,Aggregate,structure-moved,Has this structure shifted or tilted since last time?,Navigation & space
S338,Livox Mid-360 3D LiDAR,749.0,Distance & Ranging,Remote,Aggregate,where-in-room,Whereabouts in the room are they?,Human presence
S339,Acconeer XM125 pulsed coherent radar,70.0,Distance & Ranging,Through-barrier,Aggregate,breathing-rate,How fast are they breathing?,Body & health
S339,Acconeer XM125 pulsed coherent radar,70.0,Distance & Ranging,Through-barrier,Aggregate,container-fullness,How full is it?,Objects & assets
S339,Acconeer XM125 pulsed coherent radar,70.0,Distance & Ranging,Through-barrier,Aggregate,object-present,Is the thing there?,Objects & assets
S339,Acconeer XM125 pulsed coherent radar,70.0,Distance & Ranging,Through-barrier,Aggregate,someone-still-present,"Is someone still here, sitting perfectly still?",Human presence
S339,Acconeer XM125 pulsed coherent radar,70.0,Distance & Ranging,Through-barrier,Aggregate,tank-level,How much is in the tank?,Water
S339,Acconeer XM125 pulsed coherent radar,70.0,Distance & Ranging,Through-barrier,Aggregate,through-wall-motion,Is something moving on the other side of that wall?,Invisible worlds
